Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
2228,11536,11536,68215,50549,0.78,8983,68208,56506,0.18,2056,-49,-521,11536,71018,52796,11536,2721,900,0.09,1016,87225,29948,0.08,955,63290,13946,0.78,8978,22098,13255,12692,159469,65239
2229,18585,18585,78332,53602,0.77,14350,74013,59316,0.19,3538,544,-568,18585,81521,56372,18585,3124,987,0.09,1608,100549,33872,0.08,1552,66096,16118,0.78,14556,27257,14751,20334,204728,79524
2230,20184,20184,87190,56964,0.77,15622,75028,60000,0.2,4119,1871,-120,20184,90883,60279,20184,3538,1080,0.1,2016,93046,32082,0.1,1927,61914,13937,0.81,16273,31163,15501,22718,236227,74505
2231,1369,1369,65772,50422,0.82,1120,66076,55888,0.2,279,533,-1653,1369,68741,52799,1369,2823,1030,0.11,154,85967,32160,0.11,151,65405,19546,0.8,1093,19880,13455,1648,133257,64018
2232,20507,20507,65639,53131,0.82,16725,69233,60507,0.17,3458,-1434,-1260,20507,68226,55660,20507,2555,917,0.09,1795,93925,28813,0.08,1678,71198,12204,0.79,16155,20062,14385,23240,156913,74420
2233,18258,18258,63842,52922,0.83,15141,67936,59420,0.16,2852,-1968,-1587,18258,66435,55240,18258,2567,1032,0.07,1363,108396,32100,0.07,1298,85632,13742,0.79,14488,18946,14000,20622,160368,88781
2234,20317,20317,68717,53800,0.82,16654,70221,59152,0.21,4357,-928,-1139,20317,71732,56497,20317,2957,971,0.08,1587,89164,31929,0.07,1517,61662,13921,0.79,16147,21447,14354,22368,185415,82322
2250,39266,39266,56094,44917,0.79,31057,58013,50411,0.12,4785,3,-546,39266,58528,47001,39266,2348,668,0.09,3398,96048,31948,0.08,3267,71142,14788,0.76,29685,16409,10727,44281,129127,54265
2251,19140,19140,58646,44296,0.75,14441,61082,50000,0.15,2876,371,-276,19140,62666,46639,19140,3961,736,0.1,1975,85702,35045,0.1,1906,57696,14596,0.74,14210,18063,11308,21331,156876,65504
2256,8296,8296,53919,41844,0.75,6240,57637,48850,0.14,1175,1361,-58,8296,56131,43933,8296,2140,642,0.08,692,69049,30070,0.08,678,47482,12718,0.72,5979,16293,10395,9764,142276,56695
2257,16174,16174,52790,40840,0.74,11961,56836,47695,0.14,2332,1340,112,16174,55126,42912,16174,2285,620,0.1,1572,87002,31132,0.09,1512,65998,14103,0.72,11630,15655,9890,18891,141811,57128
2258,3256,3256,61412,47483,0.81,2652,59717,50300,0.14,469,400,-16,3256,63759,49608,3256,2331,710,0.08,265,99718,31478,0.08,252,61788,14790,0.78,2524,18747,11622,3738,145779,59019
2259,32342,32342,52145,43768,0.82,26382,55684,48709,0.11,3617,-504,-931,32342,54533,45861,32342,2353,828,0.07,2420,80865,32828,0.07,2326,59271,16722,0.75,24344,14395,10090,36581,103441,47749
2260,15352,15352,70537,46578,0.75,11510,64774,50744,0.17,2572,104,-188,15352,73866,49352,15352,3255,790,0.11,1687,146661,38624,0.11,1632,107263,16572,0.75,11545,24710,12802,16885,191717,68375
2261,32006,32006,51675,43646,0.81,25831,54746,48574,0.11,3516,-125,-634,32006,54234,46031,32006,2526,931,0.08,2615,86891,34755,0.08,2553,63807,16256,0.76,24351,13825,9650,36442,113244,51435
2262,10212,10212,48369,42244,0.84,8566,51629,46644,0.08,844,-231,-965,10212,50657,44324,10212,2256,900,0.07,666,69363,34978,0.06,650,47910,17850,0.75,7701,12375,8754,12033,79629,38578
2263,11306,11306,48232,41528,0.79,8936,51092,45917,0.1,1126,1199,-348,11306,50439,43378,11306,2121,743,0.08,893,88931,36773,0.08,870,65804,15929,0.74,8361,12672,8772,13344,98947,40425
2264,7938,7938,51179,41088,0.76,5996,55287,47172,0.13,1032,866,-103,7938,53727,43240,7938,2470,658,0.08,603,89498,32965,0.07,579,68264,14574,0.72,5717,14719,9634,9042,130541,53414
